problem_name,problem_type,problem_goal,dimensions,opt_global,mean_value,mean_weight,PID,fit_func,noise,algo_type,algo_name,n_gens,n_evals,stop_trigger,n_unique_sols,unique_sols,unique_fits,noisy_fits,final_fit,max_fit,min_fit,sol_iterations,sol_transitions,seed,seed_signature
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,10,"[[0, 0, 0, 1, 1, 1, 0, 1, 0, 1], [0, 0, 1, 1, 1, 1, 0, 1, 0, 0], [0, 0, 0, 1, 1, 1, 0, 1, 0, 0], [0, 0, 0, 1, 1, 1, 1, 1, 0, 0], [0, 0, 0, 0, 1, 1, 1, 1, 0, 0], [0, 0, 0, 0, 1, 1, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 1, 0, 0, 0], [0, 0, 1, 0, 1, 0, 1, 0, 1, 0], [0, 0, 1, 0, 1, 0, 0, 1, 0, 0], [0, 0, 1, 0, 0, 0, 0, 1, 0, 1]]","[207.0, 167.0, 120.0, 128.0, 123.0, 62.0, 59.0, 144.0, 112.0, 195.0]","[-153.868206362911, 191.24762084481185, 225.9921797773286, 335.03387390076864, 458.37720188744584, 526.6792331213439, 566.6455844174909, 652.0034431654326, 739.3370148913721, 744.3100613079614]",195.0,207.0,59.0,"[1, 4, 4, 13, 51, 142, 1509, 376, 6497, 35880]","[((0, 0, 0, 1, 1, 1, 0, 1, 0, 1), (0, 0, 1, 1, 1, 1, 0, 1, 0, 0)), ((0, 0, 1, 1, 1, 1, 0, 1, 0, 0), (0, 0, 0, 1, 1, 1, 0, 1, 0, 0)), ((0, 0, 0, 1, 1, 1, 0, 1, 0, 0), (0, 0, 0, 1, 1, 1, 1, 1, 0, 0)), ((0, 0, 0, 1, 1, 1, 1, 1, 0, 0), (0, 0, 0, 0, 1, 1, 1, 1, 0, 0)), ((0, 0, 0, 0, 1, 1, 1, 1, 0, 0), (0, 0, 0, 0, 1, 1, 1, 0, 0, 0)), ((0, 0, 0, 0, 1, 1, 1, 0, 0, 0), (0, 0, 1, 0, 1, 0, 1, 0, 0, 0)), ((0, 0, 1, 0, 1, 0, 1, 0, 0, 0), (0, 0, 1, 0, 1, 0, 1, 0, 1, 0)), ((0, 0, 1, 0, 1, 0, 1, 0, 1, 0), (0, 0, 1, 0, 1, 0, 0, 1, 0, 0)), ((0, 0, 1, 0, 1, 0, 0, 1, 0, 0), (0, 0, 1, 0, 0, 0, 0, 1, 0, 1))]",19,710017
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,8,"[[0, 1, 0, 1, 0, 0, 1, 1, 0, 0], [0, 1, 0, 1, 0, 0, 0, 1, 1, 0], [0, 1, 0, 1, 0, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, 1, 1, 0], [0, 1, 0, 0, 1, 0, 1, 1, 0, 0], [1, 1, 0, 0, 1, 0, 1, 1, 0, 0], [1, 1, 1, 0, 1, 0, 1, 0, 0, 0], [1, 1, 1, 0, 1, 1, 0, 0, 0, 0]]","[84.0, 161.0, 169.0, 164.0, 83.0, 138.0, 124.0, 166.0]","[213.6226434576854, 241.36321882556598, 414.55662705801024, 454.65495043492047, 508.00130432281287, 520.0058303619993, 657.9459876774029, 783.0554888240789]",166.0,169.0,83.0,"[12, 1, 7, 31, 19, 1122, 25401, 17884]","[((0, 1, 0, 1, 0, 0, 1, 1, 0, 0), (0, 1, 0, 1, 0, 0, 0, 1, 1, 0)), ((0, 1, 0, 1, 0, 0, 0, 1, 1, 0), (0, 1, 0, 1, 0, 0, 1, 1, 1, 0)), ((0, 1, 0, 1, 0, 0, 1, 1, 1, 0), (0, 1, 0, 0, 0, 0, 1, 1, 1, 0)), ((0, 1, 0, 0, 0, 0, 1, 1, 1, 0), (0, 1, 0, 0, 1, 0, 1, 1, 0, 0)), ((0, 1, 0, 0, 1, 0, 1, 1, 0, 0), (1, 1, 0, 0, 1, 0, 1, 1, 0, 0)), ((1, 1, 0, 0, 1, 0, 1, 1, 0, 0), (1, 1, 1, 0, 1, 0, 1, 0, 0, 0)), ((1, 1, 1, 0, 1, 0, 1, 0, 0, 0), (1, 1, 1, 0, 1, 1, 0, 0, 0, 0))]",20,949632
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,4,"[[1, 1, 1, 1, 0, 1, 0, 0, 0, 0], [1, 0, 1, 1, 0, 1, 0, 0, 0, 0], [1, 0, 1, 0, 0, 1, 0, 0, 0, 0], [1, 1, 1, 0, 0, 1, 0, 0, 0, 0]]","[167.0, 157.0, 152.0, 162.0]","[19.09673862810348, 430.4224009039383, 694.3603755782176, 865.7323141343886]",162.0,167.0,152.0,"[14, 281, 4412, 39770]","[((1, 1, 1, 1, 0, 1, 0, 0, 0, 0), (1, 0, 1, 1, 0, 1, 0, 0, 0, 0)), ((1, 0, 1, 1, 0, 1, 0, 0, 0, 0), (1, 0, 1, 0, 0, 1, 0, 0, 0, 0)), ((1, 0, 1, 0, 0, 1, 0, 0, 0, 0), (1, 1, 1, 0, 0, 1, 0, 0, 0, 0))]",21,172962
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,8,"[[0, 0, 0, 1, 0, 0, 1, 0, 0, 1], [0, 0, 0, 0, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 0, 1, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 1, 0, 1, 1, 1], [0, 0, 0, 0, 1, 0, 0, 1, 1, 1]]","[100.0, 180.0, 185.0, 227.0, 222.0, 283.0, 287.0, 237.0]","[237.29295335833223, 283.71568778180267, 479.40539682424895, 527.6236935036884, 671.038508325538, 711.1778193818475, 807.480120028751, 890.9652844086462]",237.0,287.0,100.0,"[16, 18, 14, 1005, 480, 179, 15157, 27608]","[((0, 0, 0, 1, 0, 0, 1, 0, 0, 1), (0, 0, 0, 0, 0, 0, 1, 0, 1, 1)), ((0, 0, 0, 0, 0, 0, 1, 0, 1, 1), (0, 0, 0, 1, 0, 0, 1, 0, 1, 1)), ((0, 0, 0, 1, 0, 0, 1, 0, 1, 1), (0, 0, 0, 1, 0, 1, 0, 0, 1, 1)), ((0, 0, 0, 1, 0, 1, 0, 0, 1, 1), (0, 0, 0, 0, 0, 1, 0, 0, 1, 1)), ((0, 0, 0, 0, 0, 1, 0, 0, 1, 1), (0, 0, 0, 0, 0, 1, 0, 1, 1, 1)), ((0, 0, 0, 0, 0, 1, 0, 1, 1, 1), (0, 0, 0, 0, 1, 1, 0, 1, 1, 1)), ((0, 0, 0, 0, 1, 1, 0, 1, 1, 1), (0, 0, 0, 0, 1, 0, 0, 1, 1, 1))]",22,951439
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,9,"[[1, 0, 0, 1, 1, 1, 1, 0, 0, 1], [1, 0, 0, 1, 0, 1, 1, 0, 0, 0], [1, 0, 0, 1, 0, 1, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 1, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [1, 0, 1, 0, 0, 0, 0, 0, 1, 1], [1, 0, 0, 0, 0, 0, 0, 0, 1, 1]]","[-79.0, -10.0, 171.0, 116.0, 124.0, 148.0, 140.0, 274.0, 227.0]","[-79.0, -10.0, 233.25503141116383, 306.81137397839905, 513.7216769535117, 652.6078300503982, 703.1103446132719, 757.1413715777253, 948.2508096675384]",227.0,274.0,-79.0,"[1, 2, 2, 31, 132, 2758, 9307, 6578, 25666]","[((1, 0, 0, 1, 1, 1, 1, 0, 0, 1), (1, 0, 0, 1, 0, 1, 1, 0, 0, 0)), ((1, 0, 0, 1, 0, 1, 1, 0, 0, 0), (1, 0, 0, 1, 0, 1, 0, 1, 0, 0)), ((1, 0, 0, 1, 0, 1, 0, 1, 0, 0), (1, 0, 0, 0, 0, 0, 0, 1, 0, 0)), ((1, 0, 0, 0, 0, 0, 0, 1, 0, 0), (1, 0, 0, 0, 0, 0, 1, 1, 0, 0)), ((1, 0, 0, 0, 0, 0, 1, 1, 0, 0), (1, 0, 0, 0, 0, 0, 1, 0, 1, 0)), ((1, 0, 0, 0, 0, 0, 1, 0, 1, 0), (1, 0, 0, 0, 0, 0, 0, 0, 1, 0)), ((1, 0, 0, 0, 0, 0, 0, 0, 1, 0), (1, 0, 1, 0, 0, 0, 0, 0, 1, 1)), ((1, 0, 1, 0, 0, 0, 0, 0, 1, 1), (1, 0, 0, 0, 0, 0, 0, 0, 1, 1))]",23,969791
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,7,"[[1, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 1, 1, 1, 0], [0, 0, 0, 1, 0, 0, 1, 1, 1, 0], [0, 1, 0, 1, 0, 0, 1, 1, 1, 0], [0, 1, 0, 0, 0, 0, 1, 1, 0, 1], [0, 1, 0, 0, 0, 1, 1, 1, 0, 1]]","[140.0, 85.0, 154.0, 159.0, 169.0, 166.0, 216.0]","[-162.32828148318453, -87.0299518193473, 365.4573192360667, 413.75628845730637, 575.934002894056, 760.0499092238941, 877.3003972529145]",216.0,216.0,85.0,"[1, 1, 7, 23, 29560, 3412, 11473]","[((1, 0, 0, 0, 0, 0, 0, 0, 1, 0), (0, 0, 0, 0, 0, 0, 0, 0, 1, 0)), ((0, 0, 0, 0, 0, 0, 0, 0, 1, 0), (0, 0, 0, 0, 0, 0, 1, 1, 1, 0)), ((0, 0, 0, 0, 0, 0, 1, 1, 1, 0), (0, 0, 0, 1, 0, 0, 1, 1, 1, 0)), ((0, 0, 0, 1, 0, 0, 1, 1, 1, 0), (0, 1, 0, 1, 0, 0, 1, 1, 1, 0)), ((0, 1, 0, 1, 0, 0, 1, 1, 1, 0), (0, 1, 0, 0, 0, 0, 1, 1, 0, 1)), ((0, 1, 0, 0, 0, 0, 1, 1, 0, 1), (0, 1, 0, 0, 0, 1, 1, 1, 0, 1))]",24,746945
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,5,"[[0, 0, 1, 1, 0, 1, 0, 1, 1, 0], [0, 0, 1, 0, 0, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0, 0, 1, 1, 0], [0, 0, 1, 0, 1, 0, 0, 1, 1, 1], [0, 1, 1, 0, 1, 0, 0, 1, 1, 1]]","[-22.0, 193.0, 197.0, 284.0, 294.0]","[-22.0, 381.84394753890814, 397.4884295078093, 672.8525890082869, 917.0186794878763]",294.0,294.0,-22.0,"[2, 6, 496, 12669, 31304]","[((0, 0, 1, 1, 0, 1, 0, 1, 1, 0), (0, 0, 1, 0, 0, 0, 0, 1, 1, 0)), ((0, 0, 1, 0, 0, 0, 0, 1, 1, 0), (0, 0, 1, 0, 1, 0, 0, 1, 1, 0)), ((0, 0, 1, 0, 1, 0, 0, 1, 1, 0), (0, 0, 1, 0, 1, 0, 0, 1, 1, 1)), ((0, 0, 1, 0, 1, 0, 0, 1, 1, 1), (0, 1, 1, 0, 1, 0, 0, 1, 1, 1))]",25,395273
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,4,"[[0, 0, 1, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 1]]","[182.0, 269.0, 172.0, 222.0]","[347.30500906704333, 470.40371415799746, 529.8134546183114, 658.1026299070469]",222.0,269.0,172.0,"[5, 4, 41258, 3210]","[((0, 0, 1, 0, 0, 1, 0, 0, 1, 0), (0, 0, 1, 0, 0, 1, 0, 0, 1, 1)), ((0, 0, 1, 0, 0, 1, 0, 0, 1, 1), (0, 0, 0, 0, 0, 0, 0, 0, 1, 1)), ((0, 0, 0, 0, 0, 0, 0, 0, 1, 1), (0, 0, 0, 0, 0, 1, 0, 0, 1, 1))]",26,783591
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,5,"[[1, 1, 1, 0, 0, 0, 1, 1, 1, 1], [1, 1, 1, 0, 0, 0, 0, 1, 1, 1], [1, 1, 0, 0, 0, 0, 0, 0, 1, 1], [1, 1, 0, 1, 0, 0, 0, 0, 1, 1], [1, 0, 0, 1, 1, 0, 0, 0, 1, 1]]","[-143.0, -63.0, 237.0, 242.0, 236.0]","[-143.0, -63.0, 217.75714056955496, 576.4065812972237, 757.0134262517682]",236.0,242.0,-143.0,"[2, 2, 173, 1095, 43205]","[((1, 1, 1, 0, 0, 0, 1, 1, 1, 1), (1, 1, 1, 0, 0, 0, 0, 1, 1, 1)), ((1, 1, 1, 0, 0, 0, 0, 1, 1, 1), (1, 1, 0, 0, 0, 0, 0, 0, 1, 1)), ((1, 1, 0, 0, 0, 0, 0, 0, 1, 1), (1, 1, 0, 1, 0, 0, 0, 0, 1, 1)), ((1, 1, 0, 1, 0, 0, 0, 0, 1, 1), (1, 0, 0, 1, 1, 0, 0, 0, 1, 1))]",27,679998
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,5,"[[0, 0, 0, 0, 1, 1, 0, 0, 0, 1], [0, 0, 0, 0, 1, 1, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 1, 0, 1, 0, 0, 1, 1], [0, 1, 0, 1, 0, 1, 0, 0, 1, 1]]","[141.0, 226.0, 222.0, 227.0, 237.0]","[350.7627980062705, 492.4253923128826, 672.2454600015683, 882.7028198045065, 893.6497891364556]",237.0,237.0,141.0,"[27, 934, 4712, 30372, 8432]","[((0, 0, 0, 0, 1, 1, 0, 0, 0, 1), (0, 0, 0, 0, 1, 1, 0, 0, 1, 1)), ((0, 0, 0, 0, 1, 1, 0, 0, 1, 1), (0, 0, 0, 0, 0, 1, 0, 0, 1, 1)), ((0, 0, 0, 0, 0, 1, 0, 0, 1, 1), (0, 0, 0, 1, 0, 1, 0, 0, 1, 1)), ((0, 0, 0, 1, 0, 1, 0, 0, 1, 1), (0, 1, 0, 1, 0, 1, 0, 0, 1, 1))]",28,118444
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,7,"[[0, 1, 1, 0, 1, 1, 1, 0, 0, 0], [0, 0, 1, 0, 1, 1, 1, 0, 0, 0], [1, 0, 1, 0, 1, 1, 0, 0, 0, 0], [1, 0, 0, 0, 1, 0, 0, 0, 1, 0], [1, 0, 0, 0, 0, 0, 0, 1, 1, 1], [1, 0, 0, 0, 0, 0, 0, 1, 1, 0], [1, 0, 0, 1, 0, 0, 0, 1, 1, 0]]","[119.0, 109.0, 156.0, 144.0, 288.0, 201.0, 206.0]","[254.0341964574626, 316.5804045196837, 326.64029411403317, 344.43076525751724, 505.6375181936545, 592.5176523290105, 594.5383005007445]",206.0,288.0,109.0,"[19, 4, 12, 105, 87, 111, 44139]","[((0, 1, 1, 0, 1, 1, 1, 0, 0, 0), (0, 0, 1, 0, 1, 1, 1, 0, 0, 0)), ((0, 0, 1, 0, 1, 1, 1, 0, 0, 0), (1, 0, 1, 0, 1, 1, 0, 0, 0, 0)), ((1, 0, 1, 0, 1, 1, 0, 0, 0, 0), (1, 0, 0, 0, 1, 0, 0, 0, 1, 0)), ((1, 0, 0, 0, 1, 0, 0, 0, 1, 0), (1, 0, 0, 0, 0, 0, 0, 1, 1, 1)), ((1, 0, 0, 0, 0, 0, 0, 1, 1, 1), (1, 0, 0, 0, 0, 0, 0, 1, 1, 0)), ((1, 0, 0, 0, 0, 0, 0, 1, 1, 0), (1, 0, 0, 1, 0, 0, 0, 1, 1, 0))]",29,574744
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,8,"[[1, 0, 0, 1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 1, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0, 0, 1], [0, 0, 0, 0, 0, 1, 1, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 1], [0, 0, 0, 0, 0, 1, 0, 0, 1, 0], [0, 0, 1, 0, 1, 1, 0, 0, 1, 1], [0, 0, 0, 0, 1, 1, 0, 0, 1, 1]]","[-56.0, 150.0, 145.0, 230.0, 222.0, 135.0, 273.0, 226.0]","[-56.0, 151.80628405182804, 305.28482206831575, 335.91196172670436, 433.7867694645562, 560.7298318565938, 700.2397139866455, 900.2294328374097]",226.0,273.0,-56.0,"[1, 9, 35, 12, 7, 641, 269, 43503]","[((1, 0, 0, 1, 0, 1, 1, 0, 0, 1), (0, 0, 0, 1, 0, 1, 1, 0, 0, 1)), ((0, 0, 0, 1, 0, 1, 1, 0, 0, 1), (0, 0, 0, 0, 0, 1, 1, 0, 0, 1)), ((0, 0, 0, 0, 0, 1, 1, 0, 0, 1), (0, 0, 0, 0, 0, 1, 1, 0, 1, 1)), ((0, 0, 0, 0, 0, 1, 1, 0, 1, 1), (0, 0, 0, 0, 0, 1, 0, 0, 1, 1)), ((0, 0, 0, 0, 0, 1, 0, 0, 1, 1), (0, 0, 0, 0, 0, 1, 0, 0, 1, 0)), ((0, 0, 0, 0, 0, 1, 0, 0, 1, 0), (0, 0, 1, 0, 1, 1, 0, 0, 1, 1)), ((0, 0, 1, 0, 1, 1, 0, 0, 1, 1), (0, 0, 0, 0, 1, 1, 0, 0, 1, 1))]",30,565267
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,9615,9616,target_reached,7,"[[1, 0, 1, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 1, 0, 0, 0, 1, 0, 0], [0, 0, 1, 1, 0, 0, 0, 1, 0, 1], [0, 0, 1, 1, 0, 0, 1, 1, 0, 0], [0, 1, 1, 1, 0, 0, 0, 1, 0, 0], [0, 1, 1, 1, 0, 0, 0, 1, 0, 1], [0, 1, 1, 1, 0, 0, 0, 1, 1, 1]]","[102.0, 168.0, 200.0, 121.0, 123.0, 210.0, 295.0]","[143.68838129826207, 481.84008252142206, 617.0160602156083, 647.7605020878649, 672.5214705896797, 757.5960215156207, 788.8197064423882]",295.0,295.0,102.0,"[96, 248, 235, 66, 2480, 6490, 1]","[((1, 0, 1, 0, 0, 0, 0, 0, 0, 0), (1, 0, 1, 1, 0, 0, 0, 1, 0, 0)), ((1, 0, 1, 1, 0, 0, 0, 1, 0, 0), (0, 0, 1, 1, 0, 0, 0, 1, 0, 1)), ((0, 0, 1, 1, 0, 0, 0, 1, 0, 1), (0, 0, 1, 1, 0, 0, 1, 1, 0, 0)), ((0, 0, 1, 1, 0, 0, 1, 1, 0, 0), (0, 1, 1, 1, 0, 0, 0, 1, 0, 0)), ((0, 1, 1, 1, 0, 0, 0, 1, 0, 0), (0, 1, 1, 1, 0, 0, 0, 1, 0, 1)), ((0, 1, 1, 1, 0, 0, 0, 1, 0, 1), (0, 1, 1, 1, 0, 0, 0, 1, 1, 1))]",31,12874
knapsack,discrete,maximise,10,295.0,41.2,53.9,knapsack_10,eval_noisy_kp_v1,3,(1+1)EA,(1+1)EA,44476,44477,eval_limit,6,"[[0, 0, 1, 0, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 0, 0, 0, 0, 1, 1], [0, 0, 1, 1, 1, 0, 0, 0, 0, 1], [0, 1, 1, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 1, 1, 0, 0, 0, 1, 1], [0, 0, 1, 0, 0, 0, 0, 0, 1, 1]]","[223.0, 224.0, 143.0, 238.0, 228.0, 219.0]","[331.579695812821, 582.0065115986436, 585.4702849025523, 650.1508144253999, 816.602005142064, 898.0628044074971]",219.0,238.0,143.0,"[6, 4, 72, 9895, 4707, 29793]","[((0, 0, 1, 0, 1, 0, 0, 0, 1, 1), (0, 0, 1, 1, 0, 0, 0, 0, 1, 1)), ((0, 0, 1, 1, 0, 0, 0, 0, 1, 1), (0, 0, 1, 1, 1, 0, 0, 0, 0, 1)), ((0, 0, 1, 1, 1, 0, 0, 0, 0, 1), (0, 1, 1, 1, 1, 0, 0, 0, 1, 1)), ((0, 1, 1, 1, 1, 0, 0, 0, 1, 1), (0, 0, 1, 1, 1, 0, 0, 0, 1, 1)), ((0, 0, 1, 1, 1, 0, 0, 0, 1, 1), (0, 0, 1, 0, 0, 0, 0, 0, 1, 1))]",32,81182
